1 [intro.scope]
        tr1 8.16.1 [tr.c99.cmath.syn]
        tr1 8.16.2 [tr.c99.cmath.def]
        tr1 8.16.3 [tr.c99.cmath.tmpl]
        tr1 8.16.4 [tr.c99.cmath.over]
    tr1 8.17 [tr.c99.mathh]
    tr1 8.18 [tr.c99.cstdarg]
    tr1 8.19 [tr.c99.stdargh]
    tr1 8.20 [tr.c99.cbool]
    tr1 8.21 [tr.c99.boolh]
    tr1 8.22 [tr.c99.cstdint]
        tr1 8.22.1 [tr.c99.cstdint.syn]
        tr1 8.22.2 [tr.c99.cstdint.def]
    tr1 8.23 [tr.c99.stdinth]
    tr1 8.24 [tr.c99.cstdio]
        tr1 8.24.1 [tr.c99.cstdio.syn]
        tr1 8.24.2 [tr.c99.cstdio.def]
        tr1 8.24.3 [tr.c99.cstdio.spec]
        tr1 8.24.4 [tr.c99.stdioh]
    tr1 8.25 [tr.c99.cstdlib]
        tr1 8.25.1 [tr.c99.cstdlib.syn]
        tr1 8.25.2 [tr.c99.cstdlib.def]
        tr1 8.25.3 [tr.c99.cstdlib.abs]
        tr1 8.25.4 [tr.c99.cstdlib.div]
    tr1 8.26 [tr.c99.stdlibh]
    tr1 8.27 [tr.c99.ctgmath]
    tr1 8.28 [tr.c99.tgmathh]
    tr1 8.29 [tr.c99.ctime]
    tr1 8.30 [tr.c99.cwchar]
        tr1 8.30.1 [tr.c99.cwchar.syn]
        tr1 8.30.2 [tr.c99.cwchar.def]
        tr1 8.30.3 [tr.c99.cwchar.spec]
    tr1 8.31 [tr.c99.wcharh]
    tr1 8.32 [tr.c99.cwctype]
        tr1 8.32.1 [tr.c99.cwctype.syn]
        tr1 8.32.2 [tr.c99.cwctype.iswblank]
    tr1 8.33 [tr.c99.wctypeh]
tr1 A [tr.limits]

dec.tr 1 [trdec.intro]
    dec.tr 1.1 [trdec.model]
    dec.tr 1.2 [trdec.encodings]
    dec.tr 1.3 [trdec.refs]
dec.tr 2 [trdec.conventions]
    dec.tr 2.1 [trdec.relation.intro]
    dec.tr 2.2 [trdec.relation.tr1]
    dec.tr 2.3 [trdec.categories]
    dec.tr 2.4 [trdec.namespace]
dec.tr 3 [trdec.types]
    dec.tr 3.1 [trdec.types.encodings]
    dec.tr 3.2 [trdec.types.types]
        dec.tr 3.2.1 [trdec.types.types.synopsis]
        dec.tr 3.2.2 [trdec.types.types.decimal32]
            dec.tr 3.2.2.1 [trdec.types.types.decimal32.cons]
            dec.tr 3.2.2.2 [trdec.types.types.decimal32.conv.float]
            dec.tr 3.2.2.3 [trdec.types.types.decimal32.conv.from.int]
            dec.tr 3.2.2.4 [trdec.types.types.decimal32.conv.to.int]
            dec.tr 3.2.2.5 [trdec.types.types.decimal32.incr]
            dec.tr 3.2.2.6 [trdec.types.types.decimal32.comp.ass]
        dec.tr 3.2.3 [trdec.types.types.decimal64]
            dec.tr 3.2.3.1 [trdec.types.types.decimal64.cons]
            dec.tr 3.2.3.2 [trdec.types.types.decimal64.float]
            dec.tr 3.2.3.3 [trdec.types.types.decimal64.from.int]
            dec.tr 3.2.3.4 [trdec.types.types.decimal64.to.int]
            dec.tr 3.2.3.5 [trdec.types.types.decimal64.incr]
            dec.tr 3.2.3.6 [trdec.types.types.decimal64.comp.ass]
        dec.tr 3.2.4 [trdec.types.types.decimal128]
            dec.tr 3.2.4.1 [trdec.types.types.decimal128.cons]
            dec.tr 3.2.4.2 [trdec.types.types.decimal128.float]
            dec.tr 3.2.4.3 [trdec.types.types.decimal128.from.int]
            dec.tr 3.2.4.4 [trdec.types.types.decimal128.to.int]
            dec.tr 3.2.4.5 [trdec.types.types.decimal128.incr]
            dec.tr 3.2.4.6 [trdec.types.types.decimal128.comp.ass]
        dec.tr 3.2.5 [trdec.types.types.init]
        dec.tr 3.2.6 [trdec.types.types.conv.float]
        dec.tr 3.2.7 [trdec.types.types.unary]
        dec.tr 3.2.8 [trdec.types.types.binary]
        dec.tr 3.2.9 [trdec.types.types.comp]
        dec.tr 3.2.10 [trdec.types.types.input]
        dec.tr 3.2.11 [trdec.types.types.output]
    dec.tr 3.3 [trdec.types.limits]
    dec.tr 3.4 [trdec.types.cdecfloat]
        dec.tr 3.4.1 [trdec.types.cdecfloat.synopsis]
        dec.tr 3.4.2 [trdec.types.decfloat.h.synopsis]
        dec.tr 3.4.3 [trdec.types.cdecfloat.max.value]
        dec.tr 3.4.4 [trdec.types.cdecfloat.epsilon]
        dec.tr 3.4.5 [trdec.types.cdecfloat.min.normal.value]
        dec.tr 3.4.6 [trdec.types.cdecfloat.min.subnormal.value]
        dec.tr 3.4.7 [trdec.types.cdecfloat.eval.format]
    dec.tr 3.5 [trdec.types.cfenv]
        dec.tr 3.5.1 [trdec.types.cfenv.synopsis]
        dec.tr 3.5.2 [trdec.types.cfenv.round]
        dec.tr 3.5.3 [trdec.types.cfenv.fe_dec_getround]
        dec.tr 3.5.4 [trdec.types.cfenv.fe_dec_setround]
        dec.tr 3.5.5 [trdec.types.cfenv.fenv.h]
    dec.tr 3.6 [trdec.types.cmath]
        dec.tr 3.6.1 [trdec.types.cmath.synopsis]
        dec.tr 3.6.2 [trdec.types.cmath.macros]
        dec.tr 3.6.3 [trdec.types.cmath.eval.format]
        dec.tr 3.6.4 [trdec.types.cmath.samequantum]
        dec.tr 3.6.5 [trdec.types.cmath.quantize]
        dec.tr 3.6.6 [trdec.types.cmath.elementary]
            dec.tr 3.6.6.1 [trdec.types.cmath.elementary.abs]
        dec.tr 3.6.7 [trdec.types.cmath.math.h]
            dec.tr 3.6.7.1 [trdec.types.cmath.math.h.synopsis]
    dec.tr 3.7 [trdec.types.cstdio]
    dec.tr 3.8 [trdec.types.cstdlib]
        dec.tr 3.8.1 [trdec.types.cstdlib.synopsis]
        dec.tr 3.8.2 [trdec.types.cstdlib.strtod]
        dec.tr 3.8.3 [trdec.types.cstdlib.stdlib.h]
    dec.tr 3.9 [trdec.types.cwchar]
        dec.tr 3.9.1 [trdec.types.cwchar.synopsis]
        dec.tr 3.9.2 [trdec.types.cwchar.wcstod]
        dec.tr 3.9.3 [trdec.types.cwchar.wchar.h]
    dec.tr 3.10 [trdec.types.facets]
        dec.tr 3.10.1 [trdec.types.facets.locale]
        dec.tr 3.10.2 [trdec.types.facets.extended_num_get]
            dec.tr 3.10.2.1 [trdec.types.facets.extended_num_get.mem]
            dec.tr 3.10.2.2 [trdec.types.facets.extended_num_get.virt]
        dec.tr 3.10.3 [trdec.types.facets.extended_num_put]
            dec.tr 3.10.3.1 [trdec.types.facets.extended_num_put.mem]
            dec.tr 3.10.3.2 [trdec.types.facets.extended_num_put.virt]
    dec.tr 3.11 [trdec.types.traits]
        dec.tr 3.11.1 [trdec.types.traits.synopsis]
        dec.tr 3.11.2 [trdec.types.traits.is_decimal_floating_point]
    dec.tr 3.12 [trdec.types.hash]
        dec.tr 3.12.1 [trdec.types.hash.synopsis]
        dec.tr 3.12.2 [trdec.types.hash.spec]
dec.tr 4 [trdec.compat]
    dec.tr 4.1 [trdec.compat.decfloat.h]
    dec.tr 4.2 [trdec.compat.literals]
    dec.tr 4.3 [trdec.compat.conv]
filesys.ts 1 [fs.scope]
filesys.ts 2 [fs.conformance]
    filesys.ts 2.1 [fs.conform.9945]
    filesys.ts 2.2 [fs.conform.os]
    filesys.ts 2.3 [fs.race.behavior]
filesys.ts 3 [fs.norm.ref]
filesys.ts 4 [fs.definitions]
    filesys.ts 4.1 [fs.def.absolute-path]
    filesys.ts 4.2 [fs.def.canonical-path]
    filesys.ts 4.3 [fs.def.directory]
    filesys.ts 4.4 [fs.def.file]
    filesys.ts 4.5 [fs.def.filesystem]
    filesys.ts 4.6 [fs.def.race]
    filesys.ts 4.7 [fs.def.filename]
    filesys.ts 4.8 [fs.def.hardlink]
    filesys.ts 4.9 [fs.def.link]
    filesys.ts 4.10 [fs.def.native.encode]
    filesys.ts 4.11 [fs.def.native]
    filesys.ts 4.12 [fs.def.ntcts]
    filesys.ts 4.13 [fs.def.osdep]
    filesys.ts 4.14 [fs.def.parent]
    filesys.ts 4.15 [fs.def.path]
    filesys.ts 4.16 [fs.def.pathname]
    filesys.ts 4.17 [fs.def.pathres]
    filesys.ts 4.18 [fs.def.relative-path]
    filesys.ts 4.19 [fs.def.symlink]
filesys.ts 5 [fs.req]
    filesys.ts 5.1 [fs.req.namespace]
    filesys.ts 5.2 [fs.req.macros]
filesys.ts 6 [fs.filesystem.synopsis]
filesys.ts 7 [fs.err.report]
filesys.ts 8 [class.path]
    filesys.ts 8.1 [path.generic]
    filesys.ts 8.2 [path.cvt]
        filesys.ts 8.2.1 [path.fmt.cvt]
        filesys.ts 8.2.2 [path.type.cvt]
    filesys.ts 8.3 [path.req]
    filesys.ts 8.4 [path.member]
        filesys.ts 8.4.1 [path.construct]
        filesys.ts 8.4.2 [path.assign]
        filesys.ts 8.4.3 [path.append]
        filesys.ts 8.4.4 [path.concat]
        filesys.ts 8.4.5 [path.modifiers]
        filesys.ts 8.4.6 [path.native.obs]
        filesys.ts 8.4.7 [path.generic.obs]
        filesys.ts 8.4.8 [path.compare]
        filesys.ts 8.4.9 [path.decompose]
        filesys.ts 8.4.10 [path.query]
    filesys.ts 8.5 [path.itr]
    filesys.ts 8.6 [path.non-member]
        filesys.ts 8.6.1 [path.io]
        filesys.ts 8.6.2 [path.factory]
filesys.ts 9 [class.filesystem_error]
    filesys.ts 9.1 [filesystem_error.members]
filesys.ts 10 [fs.enum]
    filesys.ts 10.1 [enum.file_type]
    filesys.ts 10.2 [enum.copy_options]
    filesys.ts 10.3 [enum.perms]
    filesys.ts 10.4 [enum.directory_options]
filesys.ts 11 [class.file_status]
    filesys.ts 11.1 [file_status.cons]
    filesys.ts 11.2 [file_status.obs]
    filesys.ts 11.3 [file_status.mods]
filesys.ts 12 [class.directory_entry]
    filesys.ts 12.1 [directory_entry.cons]
    filesys.ts 12.2 [directory_entry.mods]
    filesys.ts 12.3 [directory_entry.obs]
filesys.ts 13 [class.directory_iterator]
    filesys.ts 13.1 [directory_iterator.members]
    filesys.ts 13.2 [directory_iterator.nonmembers]
filesys.ts 14 [class.rec.dir.itr]
    filesys.ts 14.1 [rec.dir.itr.members]
    filesys.ts 14.2 [rec.dir.itr.nonmembers]
filesys.ts 15 [fs.op.funcs]
    filesys.ts 15.1 [fs.op.absolute]
    filesys.ts 15.2 [fs.op.canonical]
    filesys.ts 15.3 [fs.op.copy]
    filesys.ts 15.4 [fs.op.copy_file]
    filesys.ts 15.5 [fs.op.copy_symlink]
    filesys.ts 15.6 [fs.op.create_directories]
    filesys.ts 15.7 [fs.op.create_directory]
    filesys.ts 15.8 [fs.op.create_dir_symlk]
    filesys.ts 15.9 [fs.op.create_hard_lk]
    filesys.ts 15.10 [fs.op.create_symlink]
    filesys.ts 15.11 [fs.op.current_path]
    filesys.ts 15.12 [fs.op.exists]
    filesys.ts 15.13 [fs.op.equivalent]
    filesys.ts 15.14 [fs.op.file_size]
    filesys.ts 15.15 [fs.op.hard_lk_ct]
    filesys.ts 15.16 [fs.op.is_block_file]
    filesys.ts 15.17 [fs.op.is_char_file]
    filesys.ts 15.18 [fs.op.is_directory]
    filesys.ts 15.19 [fs.op.is_empty]
    filesys.ts 15.20 [fs.op.is_fifo]
    filesys.ts 15.21 [fs.op.is_other]
    filesys.ts 15.22 [fs.op.is_regular_file]
    filesys.ts 15.23 [fs.op.is_socket]
    filesys.ts 15.24 [fs.op.is_symlink]
    filesys.ts 15.25 [fs.op.last_write_time]
    filesys.ts 15.26 [fs.op.permissions]
    filesys.ts 15.27 [fs.op.read_symlink]
    filesys.ts 15.28 [fs.op.remove]
    filesys.ts 15.29 [fs.op.remove_all]
    filesys.ts 15.30 [fs.op.rename]
    filesys.ts 15.31 [fs.op.resize_file]
    filesys.ts 15.32 [fs.op.space]
    filesys.ts 15.33 [fs.op.status]
    filesys.ts 15.34 [fs.op.status_known]
    filesys.ts 15.35 [fs.op.symlink_status]
    filesys.ts 15.36 [fs.op.system_complete]
    filesys.ts 15.37 [fs.op.temp_dir_path]
fund.ts.v2 1 [general]
    fund.ts.v2 1.1 [general.scope]
    fund.ts.v2 1.2 [general.references]
    fund.ts.v2 1.3 [general.namespaces]
    fund.ts.v2 1.4 [general.defns]
        fund.ts.v2 1.4.1 [general.defns.direct-non-list-init]
    fund.ts.v2 1.5 [general.plans]
    fund.ts.v2 1.6 [general.feature.test]
fund.ts.v2 2 [mods]
    fund.ts.v2 2.1 [mods.allocator.uses]
fund.ts.v2 3 [utilities]
    fund.ts.v2 3.1 [utility]
        fund.ts.v2 3.1.1 [utility.synop]
        fund.ts.v2 3.1.2 [utility.erased.type]
    fund.ts.v2 3.2 [tuple]
        fund.ts.v2 3.2.1 [header.tuple.synop]
        fund.ts.v2 3.2.2 [tuple.apply]
    fund.ts.v2 3.3 [meta]
        fund.ts.v2 3.3.1 [meta.type.synop]
        fund.ts.v2 3.3.2 [meta.trans.other]
        fund.ts.v2 3.3.3 [meta.logical]
        fund.ts.v2 3.3.4 [meta.detect]
    fund.ts.v2 3.4 [ratio]
        fund.ts.v2 3.4.1 [header.ratio.synop]
    fund.ts.v2 3.5 [time]
        fund.ts.v2 3.5.1 [header.chrono.synop]
    fund.ts.v2 3.6 [syserror]
        fund.ts.v2 3.6.1 [header.system_error.synop]
    fund.ts.v2 3.7 [propagate_const]
        fund.ts.v2 3.7.1 [propagate_const.general]
        fund.ts.v2 3.7.2 [propagate_const.synopsis]
        fund.ts.v2 3.7.3 [propagate_const.requirements]
            fund.ts.v2 3.7.3.1 [propagate_const.class_type_requirements]
        fund.ts.v2 3.7.4 [propagate_const.ctor]
        fund.ts.v2 3.7.5 [propagate_const.assignment]
        fund.ts.v2 3.7.6 [propagate_const.const_observers]
        fund.ts.v2 3.7.7 [propagate_const.non_const_observers]
        fund.ts.v2 3.7.8 [propagate_const.modifiers]
        fund.ts.v2 3.7.9 [propagate_const.relational]
        fund.ts.v2 3.7.10 [propagate_const.algorithms]
        fund.ts.v2 3.7.11 [propagate_const.underlying]
        fund.ts.v2 3.7.12 [propagate_const.hash]
        fund.ts.v2 3.7.13 [propagate_const.comparison_function_objects]
fund.ts.v2 4 [func]
    fund.ts.v2 4.1 [header.functional.synop]
    fund.ts.v2 4.2 [func.wrap.func]
        fund.ts.v2 4.2.1 [func.wrap.func.con]
        fund.ts.v2 4.2.2 [func.wrap.func.mod]
    fund.ts.v2 4.3 [func.searchers]
        fund.ts.v2 4.3.1 [func.searchers.default]
            fund.ts.v2 4.3.1.1 [func.searchers.default.creation]
        fund.ts.v2 4.3.2 [func.searchers.boyer_moore]
            fund.ts.v2 4.3.2.1 [func.searchers.boyer_moore.creation]
        fund.ts.v2 4.3.3 [func.searchers.boyer_moore_horspool]
            fund.ts.v2 4.3.3.1 [func.searchers.boyer_moore_horspool.creation]
    fund.ts.v2 4.4 [func.not_fn]
fund.ts.v2 5 [optional]
    fund.ts.v2 5.1 [optional.general]
    fund.ts.v2 5.2 [optional.synop]
    fund.ts.v2 5.3 [optional.object]
        fund.ts.v2 5.3.1 [optional.object.ctor]
        fund.ts.v2 5.3.2 [optional.object.dtor]
        fund.ts.v2 5.3.3 [optional.object.assign]
        fund.ts.v2 5.3.4 [optional.object.swap]
        fund.ts.v2 5.3.5 [optional.object.observe]
    fund.ts.v2 5.4 [optional.inplace]
    fund.ts.v2 5.5 [optional.nullopt]
    fund.ts.v2 5.6 [optional.bad_optional_access]
    fund.ts.v2 5.7 [optional.relops]
    fund.ts.v2 5.8 [optional.nullops]
    fund.ts.v2 5.9 [optional.comp_with_t]
    fund.ts.v2 5.10 [optional.specalg]
    fund.ts.v2 5.11 [optional.hash]
fund.ts.v2 6 [any]
    fund.ts.v2 6.1 [any.synop]
    fund.ts.v2 6.2 [any.bad_any_cast]
    fund.ts.v2 6.3 [any.class]
        fund.ts.v2 6.3.1 [any.cons]
        fund.ts.v2 6.3.2 [any.assign]
        fund.ts.v2 6.3.3 [any.modifiers]
        fund.ts.v2 6.3.4 [any.observers]
    fund.ts.v2 6.4 [any.nonmembers]
fund.ts.v2 7 [string.view]
    fund.ts.v2 7.1 [string.view.synop]
    fund.ts.v2 7.2 [string.view.template]
    fund.ts.v2 7.3 [string.view.cons]
    fund.ts.v2 7.4 [string.view.iterators]
    fund.ts.v2 7.5 [string.view.capacity]
    fund.ts.v2 7.6 [string.view.access]
    fund.ts.v2 7.7 [string.view.modifiers]
    fund.ts.v2 7.8 [string.view.ops]
        fund.ts.v2 7.8.1 [string.view.find]
    fund.ts.v2 7.9 [string.view.comparison]
    fund.ts.v2 7.10 [string.view.io]
    fund.ts.v2 7.11 [string.view.hash]
fund.ts.v2 8 [memory]
    fund.ts.v2 8.1 [header.memory.synop]
    fund.ts.v2 8.2 [memory.smartptr]
        fund.ts.v2 8.2.1 [memory.smartptr.shared]
            fund.ts.v2 8.2.1.1 [memory.smartptr.shared.const]
            fund.ts.v2 8.2.1.2 [memory.smartptr.shared.obs]
            fund.ts.v2 8.2.1.3 [memory.smartptr.shared.cast]
            fund.ts.v2 8.2.1.4 [memory.smartptr.shared.hash]
        fund.ts.v2 8.2.2 [memory.smartptr.weak]
            fund.ts.v2 8.2.2.1 [memory.smartptr.weak.const]
    fund.ts.v2 8.3 [memory.type.erased.allocator]
    fund.ts.v2 8.4 [memory.resource.synop]
    fund.ts.v2 8.5 [memory.resource]
        fund.ts.v2 8.5.1 [memory.resource.overview]
        fund.ts.v2 8.5.2 [memory.resource.public]
        fund.ts.v2 8.5.3 [memory.resource.priv]
        fund.ts.v2 8.5.4 [memory.resource.eq]
    fund.ts.v2 8.6 [memory.polymorphic.allocator.class]
        fund.ts.v2 8.6.1 [memory.polymorphic.allocator.overview]
        fund.ts.v2 8.6.2 [memory.polymorphic.allocator.ctor]
        fund.ts.v2 8.6.3 [memory.polymorphic.allocator.mem]
        fund.ts.v2 8.6.4 [memory.polymorphic.allocator.eq]
    fund.ts.v2 8.7 [memory.resource.adaptor]
        fund.ts.v2 8.7.1 [memory.resource.adaptor.overview]
        fund.ts.v2 8.7.2 [memory.resource.adaptor.ctor]
        fund.ts.v2 8.7.3 [memory.resource.adaptor.mem]
    fund.ts.v2 8.8 [memory.resource.global]
    fund.ts.v2 8.9 [memory.resource.pool]
        fund.ts.v2 8.9.1 [memory.resource.pool.overview]
        fund.ts.v2 8.9.2 [memory.resource.pool.options]
        fund.ts.v2 8.9.3 [memory.resource.pool.ctor]
        fund.ts.v2 8.9.4 [memory.resource.pool.mem]
    fund.ts.v2 8.10 [memory.resource.monotonic.buffer]
        fund.ts.v2 8.10.1 [memory.resource.monotonic.buffer.overview]
        fund.ts.v2 8.10.2 [memory.resource.monotonic.buffer.ctor]
        fund.ts.v2 8.10.3 [memory.resource.monotonic.buffer.mem]
    fund.ts.v2 8.11 [memory.resource.aliases]
        fund.ts.v2 8.11.1 [header.string.synop]
        fund.ts.v2 8.11.2 [header.deque.synop]
        fund.ts.v2 8.11.3 [header.forward_list.synop]
        fund.ts.v2 8.11.4 [header.list.synop]
        fund.ts.v2 8.11.5 [header.vector.synop]
        fund.ts.v2 8.11.6 [header.map.synop]
        fund.ts.v2 8.11.7 [header.set.synop]
        fund.ts.v2 8.11.8 [header.unordered_map.synop]
        fund.ts.v2 8.11.9 [header.unordered_set.synop]
        fund.ts.v2 8.11.10 [header.regex.synop]
    fund.ts.v2 8.12 [memory.observer.ptr]
        fund.ts.v2 8.12.1 [memory.observer.ptr.overview]
        fund.ts.v2 8.12.2 [memory.observer.ptr.ctor]
        fund.ts.v2 8.12.3 [memory.observer.ptr.obs]
        fund.ts.v2 8.12.4 [memory.observer.ptr.conv]
        fund.ts.v2 8.12.5 [memory.observer.ptr.mod]
        fund.ts.v2 8.12.6 [memory.observer.ptr.special]
        fund.ts.v2 8.12.7 [memory.observer.ptr.hash]
fund.ts.v2 9 [container]
    fund.ts.v2 9.1 [container.erasure]
        fund.ts.v2 9.1.1 [container.erasure.syn]
        fund.ts.v2 9.1.2 [container.erasure.erase_if]
        fund.ts.v2 9.1.3 [container.erasure.erase]
    fund.ts.v2 9.2 [container.array]
        fund.ts.v2 9.2.1 [header.array.synop]
        fund.ts.v2 9.2.2 [container.array.creation]
fund.ts.v2 10 [iterator]
    fund.ts.v2 10.1 [iterator.synopsis]
    fund.ts.v2 10.2 [iterator.ostream.joiner]
        fund.ts.v2 10.2.1 [iterator.ostream.joiner.cons]
        fund.ts.v2 10.2.2 [iterator.ostream.joiner.ops]
        fund.ts.v2 10.2.3 [iterator.ostream.joiner.creation]
fund.ts.v2 11 [futures]
    fund.ts.v2 11.1 [header.future.synop]
    fund.ts.v2 11.2 [futures.promise]
    fund.ts.v2 11.3 [futures.task]
fund.ts.v2 12 [algorithms]
    fund.ts.v2 12.1 [header.algorithm.synop]
    fund.ts.v2 12.2 [alg.search]
    fund.ts.v2 12.3 [alg.random.sample]
    fund.ts.v2 12.4 [alg.random.shuffle]
fund.ts.v2 13 [numeric]
    fund.ts.v2 13.1 [numeric.ops]
        fund.ts.v2 13.1.1 [numeric.ops.overview]
        fund.ts.v2 13.1.2 [numeric.ops.gcd]
        fund.ts.v2 13.1.3 [numeric.ops.lcm]
    fund.ts.v2 13.2 [rand]
        fund.ts.v2 13.2.1 [rand.synopsis]
        fund.ts.v2 13.2.2 [rand.util]
            fund.ts.v2 13.2.2.1 [rand.util.randint]
fund.ts.v2 14 [reflection]
    fund.ts.v2 14.1 [reflection.src_loc]
        fund.ts.v2 14.1.1 [reflection.src_loc.synop]
        fund.ts.v2 14.1.2 [reflection.src_loc.creation]
        fund.ts.v2 14.1.3 [reflection.src_loc.fields]
fund.ts 1 [general]
    fund.ts 1.1 [general.scope]
    fund.ts 1.2 [general.references]
    fund.ts 1.3 [general.namespaces]
    fund.ts 1.4 [general.defns]
        fund.ts 1.4.1 [general.defns.direct-non-list-init]
    fund.ts 1.5 [general.plans]
    fund.ts 1.6 [general.feature.test]
fund.ts 2 [mods]
    fund.ts 2.1 [mods.allocator.uses]
fund.ts 3 [utilities]
    fund.ts 3.1 [utility]
        fund.ts 3.1.1 [utility.synop]
        fund.ts 3.1.2 [utility.erased.type]
    fund.ts 3.2 [tuple]
        fund.ts 3.2.1 [header.tuple.synop]
        fund.ts 3.2.2 [tuple.apply]
    fund.ts 3.3 [meta]
        fund.ts 3.3.1 [meta.type.synop]
        fund.ts 3.3.2 [meta.trans.other]
    fund.ts 3.4 [ratio]
        fund.ts 3.4.1 [header.ratio.synop]
    fund.ts 3.5 [time]
        fund.ts 3.5.1 [header.chrono.synop]
    fund.ts 3.6 [syserror]
        fund.ts 3.6.1 [header.system_error.synop]
fund.ts 4 [func]
    fund.ts 4.1 [header.functional.synop]
    fund.ts 4.2 [func.wrap.func]
        fund.ts 4.2.1 [func.wrap.func.con]
        fund.ts 4.2.2 [func.wrap.func.mod]
    fund.ts 4.3 [func.searchers]
        fund.ts 4.3.1 [func.searchers.default]
            fund.ts 4.3.1.1 [func.searchers.default.creation]
        fund.ts 4.3.2 [func.searchers.boyer_moore]
            fund.ts 4.3.2.1 [func.searchers.boyer_moore.creation]
        fund.ts 4.3.3 [func.searchers.boyer_moore_horspool]
            fund.ts 4.3.3.1 [func.searchers.boyer_moore_horspool.creation]
fund.ts 5 [optional]
    fund.ts 5.1 [optional.general]
    fund.ts 5.2 [optional.synop]
    fund.ts 5.3 [optional.object]
        fund.ts 5.3.1 [optional.object.ctor]
        fund.ts 5.3.2 [optional.object.dtor]
        fund.ts 5.3.3 [optional.object.assign]
        fund.ts 5.3.4 [optional.object.swap]
        fund.ts 5.3.5 [optional.object.observe]
    fund.ts 5.4 [optional.inplace]
    fund.ts 5.5 [optional.nullopt]
    fund.ts 5.6 [optional.bad_optional_access]
    fund.ts 5.7 [optional.relops]
    fund.ts 5.8 [optional.nullops]
    fund.ts 5.9 [optional.comp_with_t]
    fund.ts 5.10 [optional.specalg]
    fund.ts 5.11 [optional.hash]
fund.ts 6 [any]
    fund.ts 6.1 [any.synop]
    fund.ts 6.2 [any.bad_any_cast]
    fund.ts 6.3 [any.class]
        fund.ts 6.3.1 [any.cons]
        fund.ts 6.3.2 [any.assign]
        fund.ts 6.3.3 [any.modifiers]
        fund.ts 6.3.4 [any.observers]
    fund.ts 6.4 [any.nonmembers]
fund.ts 7 [string.view]
    fund.ts 7.1 [string.view.synop]
    fund.ts 7.2 [string.view.template]
    fund.ts 7.3 [string.view.cons]
    fund.ts 7.4 [string.view.iterators]
    fund.ts 7.5 [string.view.capacity]
    fund.ts 7.6 [string.view.access]
    fund.ts 7.7 [string.view.modifiers]
    fund.ts 7.8 [string.view.ops]
        fund.ts 7.8.1 [string.view.find]
    fund.ts 7.9 [string.view.comparison]
    fund.ts 7.10 [string.view.io]
    fund.ts 7.11 [string.view.hash]
fund.ts 8 [memory]
    fund.ts 8.1 [header.memory.synop]
    fund.ts 8.2 [memory.smartptr]
        fund.ts 8.2.1 [memory.smartptr.shared]
            fund.ts 8.2.1.1 [memory.smartptr.shared.const]
            fund.ts 8.2.1.2 [memory.smartptr.shared.obs]
            fund.ts 8.2.1.3 [memory.smartptr.shared.cast]
        fund.ts 8.2.2 [memory.smartptr.weak]
            fund.ts 8.2.2.1 [memory.smartptr.weak.const]
    fund.ts 8.3 [memory.type.erased.allocator]
    fund.ts 8.4 [memory.resource.synop]
    fund.ts 8.5 [memory.resource]
        fund.ts 8.5.1 [memory.resource.overview]
        fund.ts 8.5.2 [memory.resource.public]
        fund.ts 8.5.3 [memory.resource.priv]
        fund.ts 8.5.4 [memory.resource.eq]
    fund.ts 8.6 [memory.polymorphic.allocator.class]
        fund.ts 8.6.1 [memory.polymorphic.allocator.overview]
        fund.ts 8.6.2 [memory.polymorphic.allocator.ctor]
        fund.ts 8.6.3 [memory.polymorphic.allocator.mem]
        fund.ts 8.6.4 [memory.polymorphic.allocator.eq]
    fund.ts 8.7 [memory.resource.adaptor]
        fund.ts 8.7.1 [memory.resource.adaptor.overview]
        fund.ts 8.7.2 [memory.resource.adaptor.ctor]
        fund.ts 8.7.3 [memory.resource.adaptor.mem]
    fund.ts 8.8 [memory.resource.global]
    fund.ts 8.9 [memory.resource.pool]
        fund.ts 8.9.1 [memory.resource.pool.overview]
        fund.ts 8.9.2 [memory.resource.pool.options]
        fund.ts 8.9.3 [memory.resource.pool.ctor]
        fund.ts 8.9.4 [memory.resource.pool.mem]
    fund.ts 8.10 [memory.resource.monotonic.buffer]
        fund.ts 8.10.1 [memory.resource.monotonic.buffer.overview]
        fund.ts 8.10.2 [memory.resource.monotonic.buffer.ctor]
        fund.ts 8.10.3 [memory.resource.monotonic.buffer.mem]
    fund.ts 8.11 [memory.resource.aliases]
        fund.ts 8.11.1 [header.string.synop]
        fund.ts 8.11.2 [header.deque.synop]
        fund.ts 8.11.3 [header.forward_list.synop]
        fund.ts 8.11.4 [header.list.synop]
        fund.ts 8.11.5 [header.vector.synop]
        fund.ts 8.11.6 [header.map.synop]
        fund.ts 8.11.7 [header.set.synop]
        fund.ts 8.11.8 [header.unordered_map.synop]
        fund.ts 8.11.9 [header.unordered_set.synop]
        fund.ts 8.11.10 [header.regex.synop]
fund.ts 9 [futures]
    fund.ts 9.1 [header.future.synop]
    fund.ts 9.2 [futures.promise]
    fund.ts 9.3 [futures.task]
fund.ts 10 [algorithms]
    fund.ts 10.1 [header.algorithm.synop]
    fund.ts 10.2 [alg.search]
    fund.ts 10.3 [alg.random.sample]
fund.ts.v3 1 [general]
    fund.ts.v3 1.1 [general.scope]
    fund.ts.v3 1.2 [general.references]
    fund.ts.v3 1.3 [general.namespaces]
    fund.ts.v3 1.4 [general.plans]
    fund.ts.v3 1.5 [general.feature.test]
fund.ts.v3 2 [mods]
